metric,baseline,e2e_vitb_518,e2e_vits,delta_e2e_vitb_518_minus_baseline,delta_e2e_vits_minus_baseline
until2500_nodes_in_free,1790.0,nan,nan,nan,nan
until2500_nodes_in_free_pct,77.72470690403821,nan,nan,nan,nan
until2500_nodes_in_occ,345.0,nan,nan,nan,nan
until2500_nodes_in_occ_pct,14.980460269214069,nan,nan,nan,nan
until2500_edges_mid_in_free,8388.0,nan,nan,nan,nan
until2500_edges_mid_in_free_pct,86.72456575682382,nan,nan,nan,nan
until2500_edges_mid_in_occ,720.0,nan,nan,nan,nan
until2500_edges_mid_in_occ_pct,7.444168734491315,nan,nan,nan,nan
until2500_planning_success_rate,0.955,nan,nan,nan,nan
until2500_planning_mean_path_length_m,44.8531733963502,nan,nan,nan,nan
until2500_planning_median_path_length_m,42.593281745910645,nan,nan,nan,nan
until2500_planning_mean_snap_distance_m,0.5307478751280821,nan,nan,nan,nan
until2500_planning_n_pairs,200.0,nan,nan,nan,nan
mean_t_inference_ms,nan,22.940162513177054,12.004362252227118,nan,nan
mean_t_edges_ms,nan,0.9353266454052142,0.8389887299228956,nan,nan
until3396_nodes_in_free,nan,2437.0,nan,nan,nan
until3396_nodes_in_free_pct,nan,81.23333333333333,nan,nan,nan
until3396_nodes_in_occ,nan,273.0,nan,nan,nan
until3396_nodes_in_occ_pct,nan,9.1,nan,nan,nan
until3396_edges_mid_in_free,nan,8729.0,nan,nan,nan
until3396_edges_mid_in_free_pct,nan,88.49351175993512,nan,nan,nan
until3396_edges_mid_in_occ,nan,568.0,nan,nan,nan
until3396_edges_mid_in_occ_pct,nan,5.7583130575831305,nan,nan,nan
until3396_covered_area_iou_2d,nan,0.603267211201867,nan,nan,nan
until3396_planning_success_rate,nan,0.98,nan,nan,nan
until3396_planning_mean_path_length_m,nan,73.90676270942299,nan,nan,nan
until3396_planning_median_path_length_m,nan,65.10293155908585,nan,nan,nan
until3396_planning_mean_snap_distance_m,nan,0.23035505726513908,nan,nan,nan
until3396_planning_n_pairs,nan,200.0,nan,nan,nan
until3418_nodes_in_free,nan,nan,2209.0,nan,nan
until3418_nodes_in_free_pct,nan,nan,73.63333333333334,nan,nan
until3418_nodes_in_occ,nan,nan,317.0,nan,nan
until3418_nodes_in_occ_pct,nan,nan,10.566666666666666,nan,nan
until3418_edges_mid_in_free,nan,nan,8151.0,nan,nan
until3418_edges_mid_in_free_pct,nan,nan,81.35542469308314,nan,nan
until3418_edges_mid_in_occ,nan,nan,799.0,nan,nan
until3418_edges_mid_in_occ_pct,nan,nan,7.974847789200519,nan,nan
until3418_covered_area_iou_2d,nan,nan,0.6594019260010137,nan,nan
until3418_planning_success_rate,nan,nan,0.975,nan,nan
until3418_planning_mean_path_length_m,nan,nan,74.73263340668801,nan,nan
until3418_planning_median_path_length_m,nan,nan,68.58127146959305,nan,nan
until3418_planning_mean_snap_distance_m,nan,nan,0.278940696590889,nan,nan
until3418_planning_n_pairs,nan,nan,200.0,nan,nan
chamfer_distance_3d_m [baseline vs e2e_vitb_518],,0.5457406044006348,,,
hausdorff_distance_3d_m [baseline vs e2e_vitb_518],,8.64716625213623,,,
bbox_iou_2d [baseline vs e2e_vitb_518],,0.8787606608563377,,,
occupancy_iou_2d [baseline vs e2e_vitb_518],,0.2846128059001006,,,
covered_area_iou_2d [baseline vs e2e_vitb_518],,0.6804281345565749,,,
node_density_correlation [baseline vs e2e_vitb_518],,0.37634332710929114,,,
chamfer_distance_3d_m [baseline vs e2e_vits],,,0.5961469411849976,,
hausdorff_distance_3d_m [baseline vs e2e_vits],,,7.47442102432251,,
bbox_iou_2d [baseline vs e2e_vits],,,0.8856169691963593,,
occupancy_iou_2d [baseline vs e2e_vits],,,0.29142394822006473,,
covered_area_iou_2d [baseline vs e2e_vits],,,0.7068122370067099,,
node_density_correlation [baseline vs e2e_vits],,,0.3875392472144385,,
